Name (location);Time/Call;Samples;Calls;% Time
cv::videostab::KeypointBasedMotionEstimator::setOpticalFlowEstimator(cv::Ptr<cv::videostab::ISparseOptFlowEstimator>) (global_motion.hpp:183);;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::setOutlierRejector(cv::Ptr<cv::videostab::IOutlierRejector>) (global_motion.hpp:186);;0;2;0.0
cv::videostab::MotionEstimatorBase::motionModel() const (global_motion.hpp:80);;0;2;0.0
cv::videostab::NullOutlierRejector::NullOutlierRejector() (outlier_rejection.hpp:64);;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93);;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::vector() (stl_vector.h:246);;0;2;0.0
std::vector<unsigned char, std::allocator<unsigned char> >::vector() (stl_vector.h:246);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::vector() (stl_vector.h:246);;0;8;0.0
cv::videostab::KeypointBasedMotionEstimator::setOpticalFlowEstimator(cv::Ptr<cv::videostab::ISparseOptFlowEstimator>);;0;2;0.0
children;;0;2;0.0
cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::operator=(cv::Ptr<cv::videostab::ISparseOptFlowEstimator> const&) (operations.hpp:2625);;0;2;0.0
parents;;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:670);;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator();;0;2;0.0
children;;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator() (global_motion.hpp:172);;0;2;0.0
parents;;0;2;0.0
cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::delete_obj() (operations.hpp:2613);;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator();;0;2;0.0
parents;;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator() (global_motion.hpp:172);;0;2;0.0
children;;0;22;0.0
cv::Ptr<cv::FeatureDetector>::~Ptr() (operations.hpp:2616);;0;2;0.0
cv::Ptr<cv::videostab::IOutlierRejector>::~Ptr() (operations.hpp:2616);;0;2;0.0
cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::~Ptr() (operations.hpp:2616);;0;2;0.0
cv::Ptr<cv::videostab::MotionEstimatorBase>::~Ptr() (operations.hpp:2616);;0;2;0.0
cv::videostab::ImageMotionEstimatorBase::~ImageMotionEstimatorBase() (global_motion.hpp:132);;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector() (stl_vector.h:402);;0;2;0.0
std::vector<unsigned char, std::allocator<unsigned char> >::~vector() (stl_vector.h:402);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~vector() (stl_vector.h:402);;0;8;0.0
cv::videostab::MotionEstimatorBase::MotionEstimatorBase(cv::videostab::MotionModel);;0;2;0.0
children;;0;2;0.0
cv::videostab::MotionEstimatorBase::setMotionModel(cv::videostab::MotionModel) (global_motion.hpp:79);;0;2;0.0
parents;;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::MotionEstimatorRansacL2(cv::videostab::MotionModel) (global_motion.cpp:452);;0;2;0.0
cv::videostab::MotionEstimatorBase::setMotionModel(cv::videostab::MotionModel);;0;2;0.0
parents;;0;2;0.0
cv::videostab::MotionEstimatorBase::MotionEstimatorBase(cv::videostab::MotionModel) (global_motion.hpp:85);;0;2;0.0
cv::videostab::MotionEstimatorBase::~MotionEstimatorBase();;0;2;0.0
parents;;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2() (global_motion.hpp:91);;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::MotionEstimatorRansacL2(cv::videostab::MotionModel);;0;2;0.0
parents;;0;2;0.0
MotionEstimatorRansacL2Builder::build() (videostab.cpp:195);;0;1;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:61);;0;1;0.0
children;;0;10;0.0
cv::videostab::MotionEstimatorBase::MotionEstimatorBase(cv::videostab::MotionModel) (global_motion.hpp:85);;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::setMinInlierRatio(float) (global_motion.hpp:99);;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::setRansacParams(cv::videostab::RansacParams const&) (global_motion.hpp:96);;0;2;0.0
cv::videostab::RansacParams::RansacParams() (motion_core.hpp:73);;0;2;0.0
cv::videostab::RansacParams::default2dMotion(cv::videostab::MotionModel) (motion_core.hpp:82);;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2();;0;2;0.0
children;;0;2;0.0
cv::videostab::MotionEstimatorBase::~MotionEstimatorBase() (global_motion.hpp:77);;0;2;0.0
parents;;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2() (global_motion.hpp:91);;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2();;0;2;0.0
children;;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2() (global_motion.hpp:91);;0;2;0.0
parents;;0;2;0.0
cv::Ptr<cv::videostab::MotionEstimatorBase>::delete_obj() (operations.hpp:2613);;0;2;0.0
cv::videostab::MotionFilterBase::MotionFilterBase();;0;2;0.0
children;;0;2;0.0
cv::videostab::IMotionStabilizer::IMotionStabilizer() (motion_stabilizing.hpp:56);;0;2;0.0
parents;;0;2;0.0
cv::videostab::GaussianMotionFilter::GaussianMotionFilter(int, float) (motion_stabilizing.hpp:112);;0;2;0.0
cv::videostab::MotionFilterBase::~MotionFilterBase();;0;2;0.0
children;;0;2;0.0
cv::videostab::IMotionStabilizer::~IMotionStabilizer() (motion_stabilizing.hpp:59);;0;2;0.0
parents;;0;2;0.0
cv::videostab::GaussianMotionFilter::~GaussianMotionFilter() (motion_stabilizing.hpp:94);;0;2;0.0
cv::videostab::OnePassStabilizer::setMotionFilter(cv::Ptr<cv::videostab::MotionFilterBase>);;0;2;0.0
children;;0;2;0.0
cv::Ptr<cv::videostab::MotionFilterBase>::operator=(cv::Ptr<cv::videostab::MotionFilterBase> const&) (operations.hpp:2625);;0;2;0.0
parents;;0;2;0.0
cv::videostab::OnePassStabilizer::OnePassStabilizer() (stabilizer.cpp:257);;0;1;0.0
main (videostab.cpp:452);;0;1;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase();;0;2;0.0
parents;;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93);;0;2;0.0
children;;0;8;0.0
cv::Size_<int>::Size_() (operations.hpp:1848);;0;2;0.0
cv::Size_<int>::Size_(int, int) (operations.hpp:1850);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::setMaxLevel(int) (optical_flow.hpp:84);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::setWinSize(cv::Size_<int>) (optical_flow.hpp:81);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::setMaxLevel(int);;0;2;0.0
parents;;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::setWinSize(cv::Size_<int>);;0;2;0.0
children;;0;2;0.0
cv::Size_<int>::operator=(cv::Size_<int> const&) (operations.hpp:1867);;0;2;0.0
parents;;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::~PyrLkOptFlowEstimatorBase();;0;2;0.0
parents;;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93);;0;2;0.0
cv::videostab::RansacParams::RansacParams();;0;2;0.0
parents;;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::MotionEstimatorRansacL2(cv::videostab::MotionModel) (global_motion.cpp:452);;0;2;0.0
cv::videostab::RansacParams::RansacParams(int, float, float, float);;0;2;0.0
parents;;0;2;0.0
cv::videostab::RansacParams::default2dMotion(cv::videostab::MotionModel) (motion_core.hpp:96);;0;2;0.0
cv::videostab::RansacParams::default2dMotion(cv::videostab::MotionModel);;0;2;0.0
children;;0;2;0.0
cv::videostab::RansacParams::RansacParams(int, float, float, float) (motion_core.hpp:101);;0;2;0.0
parents;;0;2;0.0
cv::videostab::MotionEstimatorRansacL2::MotionEstimatorRansacL2(cv::videostab::MotionModel) (global_motion.cpp:454);;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::SparsePyrLkOptFlowEstimator();;0;2;0.0
parents;;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:670);;0;2;0.0
children;;0;4;0.0
cv::videostab::ISparseOptFlowEstimator::ISparseOptFlowEstimator() (optical_flow.hpp:58);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79);;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator();;0;2;0.0
parents;;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93);;0;2;0.0
children;;0;4;0.0
cv::videostab::ISparseOptFlowEstimator::~ISparseOptFlowEstimator() (optical_flow.hpp:61);;0;2;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::~PyrLkOptFlowEstimatorBase() (optical_flow.hpp:86);;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator();;0;2;0.0
children;;0;2;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93);;0;2;0.0
parents;;0;2;0.0
cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::delete_obj() (operations.hpp:2613);;0;2;0.0
cv::videostab::StabilizerBase::setBorderMode(int);;0;2;0.0
parents;;0;2;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:67);;0;1;0.0
main (videostab.cpp:493);;0;1;0.0
cv::videostab::StabilizerBase::setCorrectionForInclusion(bool);;0;2;0.0
parents;;0;2;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:66);;0;1;0.0
main (videostab.cpp:488);;0;1;0.0
cv::videostab::StabilizerBase::setFrameSource(cv::Ptr<cv::videostab::IFrameSource>);;0;2;0.0
children;;0;2;0.0
cv::Ptr<cv::videostab::IFrameSource>::operator=(cv::Ptr<cv::videostab::IFrameSource> const&) (operations.hpp:2625);;0;2;0.0
parents;;0;2;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:60);;0;1;0.0
main (videostab.cpp:457);;0;1;0.0
cv::videostab::StabilizerBase::setMotionEstimator(cv::Ptr<cv::videostab::ImageMotionEstimatorBase>);;0;2;0.0
children;;0;2;0.0
cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::operator=(cv::Ptr<cv::videostab::ImageMotionEstimatorBase> const&) (operations.hpp:2625);;0;2;0.0
parents;;0;2;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:61);;0;1;0.0
main (videostab.cpp:458);;0;1;0.0
cv::videostab::StabilizerBase::setRadius(int);;0;2;0.0
parents;;0;2;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:64);;0;1;0.0
main (videostab.cpp:475);;0;1;0.0
cv::videostab::StabilizerBase::setTrimRatio(float);;0;2;0.0
parents;;0;2;0.0
cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:65);;0;1;0.0
main (videostab.cpp:487);;0;1;0.0
float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&);;0;2;0.0
parents;;0;2;0.0
void std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned int, float>(float*, unsigned int, float const&) (stl_uninitialized.h:206);;0;2;0.0
children;;0;4;0.0
__gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned int, float>(float*, unsigned int, float const&) (stl_algobase.h:740);;0;2;0.0
std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) (stl_algobase.h:271);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_deallocate(cv::KeyPoint*, unsigned int);;0;2;0.0
children;;0;1;0.0
__gnu_cxx::new_allocator<cv::KeyPoint>::deallocate(cv::KeyPoint*, unsigned int) (new_allocator.h:99);;0;1;0.0
parents;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base() (stl_vector.h:162);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_get_Tp_allocator();;0;2;0.0
parents;;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector() (stl_vector.h:403);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base();;0;2;0.0
children;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl() (stl_vector.h:87);;0;2;0.0
parents;;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::vector() (stl_vector.h:247);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl();;0;2;0.0
children;;0;2;0.0
std::allocator<cv::KeyPoint>::allocator() (allocator.h:104);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base() (stl_vector.h:126);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl();;0;2;0.0
children;;0;2;0.0
std::allocator<cv::KeyPoint>::~allocator() (allocator.h:112);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base() (stl_vector.h:162);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base();;0;2;0.0
parents;;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector() (stl_vector.h:404);;0;2;0.0
children;;0;4;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_deallocate(cv::KeyPoint*, unsigned int) (stl_vector.h:172);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80);;0;2;0.0
std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int);;0;2;0.0
children;;0;2;0.0
__gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*) (new_allocator.h:89);;0;2;0.0
parents;;0;2;0.0
std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:481);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned int);;0;2;0.0
children;;0;1;0.0
__gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned int) (new_allocator.h:99);;0;1;0.0
parents;;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() (stl_vector.h:161);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator();;0;2;0.0
parents;;0;2;0.0
std::vector<unsigned char, std::allocator<unsigned char> >::~vector() (stl_vector.h:403);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base();;0;2;0.0
children;;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl() (stl_vector.h:87);;0;2;0.0
parents;;0;2;0.0
std::vector<unsigned char, std::allocator<unsigned char> >::vector() (stl_vector.h:247);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl();;0;2;0.0
children;;0;2;0.0
std::allocator<unsigned char>::allocator() (allocator.h:104);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base() (stl_vector.h:126);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl();;0;2;0.0
children;;0;2;0.0
std::allocator<unsigned char>::~allocator() (allocator.h:112);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() (stl_vector.h:162);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base();;0;2;0.0
parents;;0;2;0.0
std::vector<unsigned char, std::allocator<unsigned char> >::~vector() (stl_vector.h:404);;0;2;0.0
children;;0;4;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned int) (stl_vector.h:172);;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80);;0;2;0.0
std::allocator<cv::KeyPoint>::allocator();;0;2;0.0
children;;0;2;0.0
__gnu_cxx::new_allocator<cv::KeyPoint>::new_allocator() (new_allocator.h:69);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl() (stl_vector.h:88);;0;2;0.0
std::allocator<cv::KeyPoint>::~allocator();;0;2;0.0
children;;0;2;0.0
__gnu_cxx::new_allocator<cv::KeyPoint>::~new_allocator() (new_allocator.h:76);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80);;0;2;0.0
std::allocator<unsigned char>::allocator();;0;2;0.0
children;;0;2;0.0
__gnu_cxx::new_allocator<unsigned char>::new_allocator() (new_allocator.h:69);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl() (stl_vector.h:88);;0;2;0.0
std::allocator<unsigned char>::~allocator();;0;2;0.0
children;;0;2;0.0
__gnu_cxx::new_allocator<unsigned char>::~new_allocator() (new_allocator.h:76);;0;2;0.0
parents;;0;2;0.0
std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80);;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::vector();;0;2;0.0
children;;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base() (stl_vector.h:125);;0;2;0.0
parents;;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:667);;0;2;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector();;0;2;0.0
parents;;0;2;0.0
cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator() (global_motion.hpp:172);;0;2;0.0
children;;0;6;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_get_Tp_allocator() (stl_vector.h:114);;0;2;0.0
std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base() (stl_vector.h:160);;0;2;0.0
void std::_Destroy<cv::KeyPoint*, cv::KeyPoint>(cv::KeyPoint*, cv::KeyPoint*, std::allocator<cv::KeyPoint>&) (stl_construct.h:152);;0;2;0.0
std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const;;0;2;0.0
parents;;0;2;0.0
std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:479);;0;2;0.0
children;;0;14;0.0
unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) (stl_algobase.h:210);;0;2;0.0
std::vector<float, std::allocator<float> >::max_size() const (stl_vector.h:630);;0;4;0.0
std::vector<float, std::allocator<float> >::size() const (stl_vector.h:625);;0;8;0.0
std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&);;0;2;0.0
parents;;0;2;0.0
std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (stl_vector.h:1004);;0;2;0.0
children;;0;30;0.0
__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) (stl_iterator.h:898);;0;2;0.0
std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int) (stl_vector.h:168);;0;2;0.0
std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned int) (stl_vector.h:172);;0;2;0.0
std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1303);;0;2;0.0
std::vector<float, std::allocator<float> >::begin() (stl_vector.h:518);;0;2;0.0
void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) (stl_construct.h:152);;0;2;0.0
void std::__uninitialized_fill_n_a<float*, unsigned int, float, float>(float*, unsigned int, float const&, std::allocator<float>&) (stl_uninitialized.h:334);;0;2;0.0
__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const (stl_iterator.h:792);;0;4;0.0
float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) (stl_uninitialized.h:276);;0;4;0.0
std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() (stl_vector.h:114);;0;8;0.0
std::vector<float, std::allocator<float> >::begin();;0;2;0.0
children;;0;2;0.0
__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) (stl_iterator.h:728);;0;2;0.0
parents;;0;2;0.0
std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:480);;0;2;0.0
std::vector<float, std::allocator<float> >::end();;0;2;0.0
children;;0;2;0.0
__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) (stl_iterator.h:728);;0;2;0.0
parents;;0;2;0.0
