Hierarchy	Name (location)	Time/Call	Samples	Calls	% Time
  | | +-	cv::videostab::IMotionStabilizer::IMotionStabilizer() (motion_stabilizing.hpp:56)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::GaussianMotionFilter::GaussianMotionFilter(int, float) (motion_stabilizing.hpp:112)	0ns	0	2	0
  +-	cv::videostab::MotionFilterBase::~MotionFilterBase()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::videostab::IMotionStabilizer::~IMotionStabilizer() (motion_stabilizing.hpp:59)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::GaussianMotionFilter::~GaussianMotionFilter() (motion_stabilizing.hpp:94)	0ns	0	2	0
  +-	cv::videostab::OnePassStabilizer::setMotionFilter(cv::Ptr<cv::videostab::MotionFilterBase>)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Ptr<cv::videostab::MotionFilterBase>::operator=(cv::Ptr<cv::videostab::MotionFilterBase> const&) (operations.hpp:2625)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::OnePassStabilizer::OnePassStabilizer() (stabilizer.cpp:257)	0ns	0	1	0
  |   +-	main (videostab.cpp:452)	0ns	0	1	0
  +-	cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	cv::videostab::SparsePyrLkOptFlowEstimator::SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93)	0ns	0	2	0
  | +-	children	0ns	0	8	0
  |   +-	cv::Size_<int>::Size_() (operations.hpp:1848)	0ns	0	2	0
  |   +-	cv::Size_<int>::Size_(int, int) (operations.hpp:1850)	0ns	0	2	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::setMaxLevel(int) (optical_flow.hpp:84)	0ns	0	2	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::setWinSize(cv::Size_<int>) (optical_flow.hpp:81)	0ns	0	2	0
  +-	cv::videostab::PyrLkOptFlowEstimatorBase::setMaxLevel(int)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79)	0ns	0	2	0
  +-	cv::videostab::PyrLkOptFlowEstimatorBase::setWinSize(cv::Size_<int>)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Size_<int>::operator=(cv::Size_<int> const&) (operations.hpp:1867)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79)	0ns	0	2	0
  +-	cv::videostab::PyrLkOptFlowEstimatorBase::~PyrLkOptFlowEstimatorBase()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93)	0ns	0	2	0
  +-	cv::videostab::RansacParams::RansacParams()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::MotionEstimatorRansacL2::MotionEstimatorRansacL2(cv::videostab::MotionModel) (global_motion.cpp:452)	0ns	0	2	0
  +-	cv::videostab::RansacParams::RansacParams(int, float, float, float)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::RansacParams::default2dMotion(cv::videostab::MotionModel) (motion_core.hpp:96)	0ns	0	2	0
  +-	cv::videostab::RansacParams::default2dMotion(cv::videostab::MotionModel)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::videostab::RansacParams::RansacParams(int, float, float, float) (motion_core.hpp:101)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::MotionEstimatorRansacL2::MotionEstimatorRansacL2(cv::videostab::MotionModel) (global_motion.cpp:454)	0ns	0	2	0
  +-	cv::videostab::SparsePyrLkOptFlowEstimator::SparsePyrLkOptFlowEstimator()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:670)	0ns	0	2	0
  | +-	children	0ns	0	4	0
  |   +-	cv::videostab::ISparseOptFlowEstimator::ISparseOptFlowEstimator() (optical_flow.hpp:58)	0ns	0	2	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79)	0ns	0	2	0
  +-	cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93)	0ns	0	2	0
  | +-	children	0ns	0	4	0
  |   +-	cv::videostab::ISparseOptFlowEstimator::~ISparseOptFlowEstimator() (optical_flow.hpp:61)	0ns	0	2	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::~PyrLkOptFlowEstimatorBase() (optical_flow.hpp:86)	0ns	0	2	0
  +-	cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator() (optical_flow.hpp:93)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::delete_obj() (operations.hpp:2613)	0ns	0	2	0
  +-	cv::videostab::StabilizerBase::setBorderMode(int)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:67)	0ns	0	1	0
  |   +-	main (videostab.cpp:493)	0ns	0	1	0
  +-	cv::videostab::StabilizerBase::setCorrectionForInclusion(bool)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:66)	0ns	0	1	0
  |   +-	main (videostab.cpp:488)	0ns	0	1	0
  +-	cv::videostab::StabilizerBase::setFrameSource(cv::Ptr<cv::videostab::IFrameSource>)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Ptr<cv::videostab::IFrameSource>::operator=(cv::Ptr<cv::videostab::IFrameSource> const&) (operations.hpp:2625)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:60)	0ns	0	1	0
  |   +-	main (videostab.cpp:457)	0ns	0	1	0
  +-	cv::videostab::StabilizerBase::setMotionEstimator(cv::Ptr<cv::videostab::ImageMotionEstimatorBase>)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::operator=(cv::Ptr<cv::videostab::ImageMotionEstimatorBase> const&) (operations.hpp:2625)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:61)	0ns	0	1	0
  |   +-	main (videostab.cpp:458)	0ns	0	1	0
  +-	cv::videostab::StabilizerBase::setRadius(int)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:64)	0ns	0	1	0
  |   +-	main (videostab.cpp:475)	0ns	0	1	0
  +-	cv::videostab::StabilizerBase::setTrimRatio(float)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:65)	0ns	0	1	0
  |   +-	main (videostab.cpp:487)	0ns	0	1	0
  +-	float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	void std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned int, float>(float*, unsigned int, float const&) (stl_uninitialized.h:206)	0ns	0	2	0
  | +-	children	0ns	0	4	0
  |   +-	__gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned int, float>(float*, unsigned int, float const&) (stl_algobase.h:740)	0ns	0	2	0
  |   +-	std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) (stl_algobase.h:271)	0ns	0	2	0
  +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_deallocate(cv::KeyPoint*, unsigned int)	0ns	0	2	0
  | +-	children	0ns	0	1	0
  | | +-	__gnu_cxx::new_allocator<cv::KeyPoint>::deallocate(cv::KeyPoint*, unsigned int) (new_allocator.h:99)	0ns	0	1	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base() (stl_vector.h:162)	0ns	0	2	0
  +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_get_Tp_allocator()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector() (stl_vector.h:403)	0ns	0	2	0
  +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl() (stl_vector.h:87)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::vector() (stl_vector.h:247)	0ns	0	2	0
  +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::allocator<cv::KeyPoint>::allocator() (allocator.h:104)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base() (stl_vector.h:126)	0ns	0	2	0
  +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::allocator<cv::KeyPoint>::~allocator() (allocator.h:112)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base() (stl_vector.h:162)	0ns	0	2	0
  +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector() (stl_vector.h:404)	0ns	0	2	0
  | +-	children	0ns	0	4	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_deallocate(cv::KeyPoint*, unsigned int) (stl_vector.h:172)	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	2	0
  +-	std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*) (new_allocator.h:89)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:481)	0ns	0	2	0
  +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned int)	0ns	0	2	0
  | +-	children	0ns	0	1	0
  | | +-	__gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned int) (new_allocator.h:99)	0ns	0	1	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() (stl_vector.h:161)	0ns	0	2	0
  +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<unsigned char, std::allocator<unsigned char> >::~vector() (stl_vector.h:403)	0ns	0	2	0
  +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl() (stl_vector.h:87)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<unsigned char, std::allocator<unsigned char> >::vector() (stl_vector.h:247)	0ns	0	2	0
  +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::allocator<unsigned char>::allocator() (allocator.h:104)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base() (stl_vector.h:126)	0ns	0	2	0
  +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::allocator<unsigned char>::~allocator() (allocator.h:112)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() (stl_vector.h:162)	0ns	0	2	0
  +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	std::vector<unsigned char, std::allocator<unsigned char> >::~vector() (stl_vector.h:404)	0ns	0	2	0
  | +-	children	0ns	0	4	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned int) (stl_vector.h:172)	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	2	0
  +-	std::allocator<cv::KeyPoint>::allocator()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::new_allocator<cv::KeyPoint>::new_allocator() (new_allocator.h:69)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl() (stl_vector.h:88)	0ns	0	2	0
  +-	std::allocator<cv::KeyPoint>::~allocator()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::new_allocator<cv::KeyPoint>::~new_allocator() (new_allocator.h:76)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	2	0
  +-	std::allocator<unsigned char>::allocator()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::new_allocator<unsigned char>::new_allocator() (new_allocator.h:69)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl() (stl_vector.h:88)	0ns	0	2	0
  +-	std::allocator<unsigned char>::~allocator()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::new_allocator<unsigned char>::~new_allocator() (new_allocator.h:76)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	2	0
  +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::vector()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base() (stl_vector.h:125)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:667)	0ns	0	2	0
  +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator() (global_motion.hpp:172)	0ns	0	2	0
  | +-	children	0ns	0	6	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	2	0
  |   +-	std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base() (stl_vector.h:160)	0ns	0	2	0
  |   +-	void std::_Destroy<cv::KeyPoint*, cv::KeyPoint>(cv::KeyPoint*, cv::KeyPoint*, std::allocator<cv::KeyPoint>&) (stl_construct.h:152)	0ns	0	2	0
  +-	std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:479)	0ns	0	2	0
  | +-	children	0ns	0	14	0
  |   +-	unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) (stl_algobase.h:210)	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::max_size() const (stl_vector.h:630)	0ns	0	4	0
  |   +-	std::vector<float, std::allocator<float> >::size() const (stl_vector.h:625)	0ns	0	8	0
  +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (stl_vector.h:1004)	0ns	0	2	0
  | +-	children	0ns	0	30	0
  |   +-	__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) (stl_iterator.h:898)	0ns	0	2	0
  |   +-	std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int) (stl_vector.h:168)	0ns	0	2	0
  |   +-	std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned int) (stl_vector.h:172)	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1303)	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::begin() (stl_vector.h:518)	0ns	0	2	0
  |   +-	void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) (stl_construct.h:152)	0ns	0	2	0
  |   +-	void std::__uninitialized_fill_n_a<float*, unsigned int, float, float>(float*, unsigned int, float const&, std::allocator<float>&) (stl_uninitialized.h:334)	0ns	0	2	0
  |   +-	__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const (stl_iterator.h:792)	0ns	0	4	0
  |   +-	float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) (stl_uninitialized.h:276)	0ns	0	4	0
  |   +-	std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	8	0
  +-	std::vector<float, std::allocator<float> >::begin()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) (stl_iterator.h:728)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:480)	0ns	0	2	0
  +-	std::vector<float, std::allocator<float> >::end()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) (stl_iterator.h:728)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::resize(unsigned int, float) (stl_vector.h:687)	0ns	0	2	0
  +-	std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:439)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::resize(unsigned int, float) (stl_vector.h:687)	0ns	0	2	0
  +-	std::vector<float, std::allocator<float> >::resize(unsigned int, float)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	cv::videostab::GaussianMotionFilter::setParams(int, float) (motion_stabilizing.cpp:99)	0ns	0	2	0
  | +-	children	0ns	0	8	0
  |   +-	std::vector<float, std::allocator<float> >::end() (stl_vector.h:536)	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (stl_vector.h:1003)	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::size() const (stl_vector.h:625)	0ns	0	4	0
  +-	std::vector<unsigned char, std::allocator<unsigned char> >::vector()	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base() (stl_vector.h:125)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:667)	0ns	0	2	0
  +-	std::vector<unsigned char, std::allocator<unsigned char> >::~vector()	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  | | +-	cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator() (global_motion.hpp:172)	0ns	0	2	0
  | +-	children	0ns	0	6	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	2	0
  |   +-	std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() (stl_vector.h:160)	0ns	0	2	0
  |   +-	void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&) (stl_construct.h:152)	0ns	0	2	0
  +-	void std::_Destroy<cv::KeyPoint*, cv::KeyPoint>(cv::KeyPoint*, cv::KeyPoint*, std::allocator<cv::KeyPoint>&)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	void std::_Destroy<cv::KeyPoint*>(cv::KeyPoint*, cv::KeyPoint*) (stl_construct.h:124)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector() (stl_vector.h:403)	0ns	0	2	0
  +-	void std::_Destroy<cv::KeyPoint*>(cv::KeyPoint*, cv::KeyPoint*)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	void std::_Destroy_aux<true>::__destroy<cv::KeyPoint*>(cv::KeyPoint*, cv::KeyPoint*) (stl_construct.h:114)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	void std::_Destroy<cv::KeyPoint*, cv::KeyPoint>(cv::KeyPoint*, cv::KeyPoint*, std::allocator<cv::KeyPoint>&) (stl_construct.h:155)	0ns	0	2	0
  +-	void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*) (stl_construct.h:124)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	std::vector<unsigned char, std::allocator<unsigned char> >::~vector() (stl_vector.h:403)	0ns	0	2	0
  +-	void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*)	0ns	0	2	0
  | +-	children	0ns	0	2	0
  | | +-	void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*) (stl_construct.h:114)	0ns	0	2	0
  | +-	parents	0ns	0	2	0
  |   +-	void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&) (stl_construct.h:155)	0ns	0	2	0
  +-	void std::_Destroy_aux<true>::__destroy<cv::KeyPoint*>(cv::KeyPoint*, cv::KeyPoint*)	0ns	0	2	0
